filename,document_id,revision,folder_type,subfolder,local_path
D97981 HAL MLC Leaf Box Heat Treatment Review Report Rev 01.docx.pdf,D97981,1,Design Changes,ECNs,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Changes\ECNs\D97981 HAL MLC Leaf Box Heat Treatment Review Report Rev 01.docx.pdf
D98022 Halcyon and Ethos IFU-Addendum  for China 4.0 Review Report Rev 02.pdf,D98022,2,Design Output Specification,Labeling,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Output Specification\Labeling\D98022 Halcyon and Ethos IFU-Addendum  for China 4.0 Review Report Rev 02.pdf
D98276 HAL MLC Leaf Box Drawing CTF Review Report Rev 01.docx.pdf,D98276,1,Design Changes,ECNs,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Changes\ECNs\D98276 HAL MLC Leaf Box Drawing CTF Review Report Rev 01.docx.pdf
D98283 M110 oil leak issue investigation and actions Review Report - Rev 01.docx.pdf,D98283,1,Design Changes,ECNs,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Changes\ECNs\D98283 M110 oil leak issue investigation and actions Review Report - Rev 01.docx.pdf
D98314 Attachment to D47457 Rev 04 APS Assessment Rev01(1).xlsx.pdf,D98314,4,Regulatory,Applicable Standards,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Regulatory\Applicable Standards\D98314 Attachment to D47457 Rev 04 APS Assessment Rev01(1).xlsx.pdf
D98792 Replace Halcyon Gantry Motor Coil Assembly RHA rev01.pdf,D98792,1,Risk Management,Risk Analyses,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Risk Management\Risk Analyses\D98792 Replace Halcyon Gantry Motor Coil Assembly RHA rev01.pdf
D99273 Halcyon and Halcyon Evolve IFU—Addendum  for China 4.0 Review Report Rev 01.pdf,D99273,1,Design Output Specification,Labeling,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Output Specification\Labeling\D99273 Halcyon and Halcyon Evolve IFU—Addendum  for China 4.0 Review Report Rev 01.pdf
D99871 Video Digitizer USB 2861 Device Rev1 Verification Plan  Rev 01 .docx.pdf,D99871,1,Design Changes,ECNs,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Changes\ECNs\D99871 Video Digitizer USB 2861 Device Rev1 Verification Plan  Rev 01 .docx.pdf
D99932 Video Digitizer USB 2861 Device Rev1 Test Protocol Rev 01.docx.pdf,D99932,1,Design Changes,ECNs,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Changes\ECNs\D99932 Video Digitizer USB 2861 Device Rev1 Test Protocol Rev 01.docx.pdf
Halcyon and Ethos Radiotherapy System Customer Release Note.pdf,,,Design Output Specification,Labeling,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Output Specification\Labeling\Halcyon and Ethos Radiotherapy System Customer Release Note.pdf
Halcyon v4.0 Security White Paper and MDS2 P1066659-001-A.pdf,,4,Design Output Specification,Specifications,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Output Specification\Specifications\Halcyon v4.0 Security White Paper and MDS2 P1066659-001-A.pdf
No Hardware change letter.docx.pdf,,,Regulatory,,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Regulatory\No Hardware change letter.docx.pdf
P1039653-002-B_Halcyon_and_Ethos_Radiotherapy_System_CRN_4.0 Draft 2 for App.docx.pdf,P1039653,,Design Output Specification,Labeling,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Output Specification\Labeling\P1039653-002-B_Halcyon_and_Ethos_Radiotherapy_System_CRN_4.0 Draft 2 for App.docx.pdf
P1039653-002-B_Halcyon_and_Ethos_Radiotherapy_System_CRN_4.0 Draft for Approval.docx.pdf,P1039653,,Design Output Specification,Labeling,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Output Specification\Labeling\P1039653-002-B_Halcyon_and_Ethos_Radiotherapy_System_CRN_4.0 Draft for Approval.docx.pdf
P1039653-002-B_Halcyon_and_Ethos_Radiotherapy_System_CRN_v4.0.pdf,P1039653,4,Regulatory,,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Regulatory\P1039653-002-B_Halcyon_and_Ethos_Radiotherapy_System_CRN_v4.0.pdf
P1039653-004-D Halcyon and Ethos Radiotherapy System CRN Draft.docx.pdf,P1039653,,Design Validation,,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Validation\P1039653-004-D Halcyon and Ethos Radiotherapy System CRN Draft.docx.pdf
P1039653-005 E Halcyon and Ethos Radiotherapy System CRN 4.0 Draft.pdf,P1039653,,Design Output Specification,Labeling,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Output Specification\Labeling\P1039653-005 E Halcyon and Ethos Radiotherapy System CRN 4.0 Draft.pdf
P1039653-008-H Halcyon and Ethos Radiotherapy System Customer Release Note 4.0_draft.docx.pdf,P1039653,,Design Output Specification,Labeling,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Output Specification\Labeling\P1039653-008-H Halcyon and Ethos Radiotherapy System Customer Release Note 4.0_draft.docx.pdf
P1072037-001-A_Halcyon_Product_Data_Info.docx.pdf,P1072037,,Regulatory,International Submission Dossier,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Regulatory\International Submission Dossier\P1072037-001-A_Halcyon_Product_Data_Info.docx.pdf
SP-AL-Halcyon40-A.pdf,,,Design Transfer,Service Documentation,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Transfer\Service Documentation\SP-AL-Halcyon40-A.pdf
